NPs ID,NP_Class,INPs_Core,Targeting Strategy,Shape,Size (nm),Size_Category,Zeta Potential (mv),Zeta_Category,Responsive release,Tumor Cell,Tumor Site,Tumor Size ( mm³),Administration Dosages (mg/kg),Organ or tissue,Time point (h),Biodistribution (%ID),Tumor_%ID,Liver_%ID,Selectivity_Index,Targeting_Efficiency,Shell Type,MW Shell,HAS_PEG,Spleen_%ID
INPs-P50,Inorganic,Gold,Passive,Rod,18.0,Optimal Range,,,No,U87MG cell,Brain,100.0,1.4666999999999986,Blood,5.0,10.77299999622,0.442388059701492,22.17704651162783,0.0196401228464804,Poor,PEG,5000,Yes,0.347662888587
INPs-P50,Inorganic,Gold,Passive,Rod,18.0,Optimal Range,,,No,U87MG cell,Brain,100.0,1.4666999999999986,Blood,8.0,8.467941176352,0.4979104477611936,20.68325581395345,0.0237152626285126,Poor,PEG,5000,Yes,0.312102979272
INPs-P50,Inorganic,Gold,Passive,Rod,18.0,Optimal Range,,,No,U87MG cell,Brain,100.0,1.4666999999999986,Blood,12.0,6.527911764528,0.50865671641791,19.649093023255755,0.0255152131673885,Poor,PEG,5000,Yes,0.286335816039
INPs-P50,Inorganic,Gold,Passive,Rod,18.0,Optimal Range,,,No,U87MG cell,Brain,100.0,1.4666999999999986,Blood,24.0,3.2241176471700004,0.4925373134328347,16.316790697674374,0.0297560127563154,Poor,PEG,5000,Yes,0.235739961135
INPs-P50,Inorganic,Gold,Passive,Rod,18.0,Optimal Range,,,No,U87MG cell,Brain,100.0,1.4666999999999986,Blood,48.0,1.665794117484,0.4065671641791036,13.788837209302304,0.0290642014833629,Poor,PEG,5000,Yes,0.199751619186
INPs-P50,Inorganic,Gold,Passive,Rod,18.0,Optimal Range,,,No,U87MG cell,Brain,100.0,1.4666999999999986,Bone,48.0,1.255410000000002,0.4065671641791036,13.788837209302304,0.0290642014833629,Poor,PEG,5000,Yes,0.199751619186
INPs-P50,Inorganic,Gold,Passive,Rod,18.0,Optimal Range,,,No,U87MG cell,Brain,100.0,1.4666999999999986,Stomach,48.0,0.0918000000000001,0.4065671641791036,13.788837209302304,0.0290642014833629,Poor,PEG,5000,Yes,0.199751619186
INPs-P50,Inorganic,Gold,Passive,Rod,18.0,Optimal Range,,,No,U87MG cell,Brain,100.0,1.4666999999999986,Pancreas,48.0,0.1241999999999999,0.4065671641791036,13.788837209302304,0.0290642014833629,Poor,PEG,5000,Yes,0.199751619186
INPs-P50,Inorganic,Gold,Passive,Rod,18.0,Optimal Range,,,No,U87MG cell,Brain,100.0,1.4666999999999986,Intestine,48.0,1.629,0.4065671641791036,13.788837209302304,0.0290642014833629,Poor,PEG,5000,Yes,0.199751619186
INPs-P50,Inorganic,Gold,Passive,Rod,18.0,Optimal Range,,,No,U87MG cell,Brain,100.0,1.4666999999999986,Muscle,48.0,3.110400000000007,0.4065671641791036,13.788837209302304,0.0290642014833629,Poor,PEG,5000,Yes,0.199751619186
INPs-P50,Inorganic,Gold,Passive,Rod,18.0,Optimal Range,,,No,U87MG cell,Brain,100.0,1.4666999999999986,Kidneys,48.0,0.8654637362637334,0.4065671641791036,13.788837209302304,0.0290642014833629,Poor,PEG,5000,Yes,0.199751619186
INPs-P51,Inorganic,Gold,Passive,Spherical,21.0,Optimal Range,,,No,U87MG cell,Brain,100.0,1.0,Spleen,24.0,4.74,0.0282419999999999,35.36,0.0007042892768079,Very Poor,Dextran,40000,No,4.74
INPs-P51,Inorganic,Gold,Passive,Spherical,21.0,Optimal Range,,,No,U87MG cell,Brain,100.0,1.0,Spleen,168.0,6.93,0.00603,50.07,0.0001057894736842,Very Poor,Dextran,40000,No,6.93
INPs-P51,Inorganic,Gold,Passive,Spherical,21.0,Optimal Range,,,No,U87MG cell,Brain,100.0,1.0,Spleen,336.0,5.65,0.018354,50.42,0.00032734082397,Very Poor,Dextran,40000,No,5.65
INPs-P51,Inorganic,Gold,Passive,Spherical,21.0,Optimal Range,,,No,U87MG cell,Brain,100.0,1.0,Liver,24.0,35.36,0.0282419999999999,35.36,0.0007042892768079,Very Poor,Dextran,40000,No,4.74
INPs-P51,Inorganic,Gold,Passive,Spherical,21.0,Optimal Range,,,No,U87MG cell,Brain,100.0,1.0,Liver,168.0,50.07,0.00603,50.07,0.0001057894736842,Very Poor,Dextran,40000,No,6.93
INPs-P51,Inorganic,Gold,Passive,Spherical,21.0,Optimal Range,,,No,U87MG cell,Brain,100.0,1.0,Liver,336.0,50.42,0.018354,50.42,0.00032734082397,Very Poor,Dextran,40000,No,5.65
INPs-P51,Inorganic,Gold,Passive,Spherical,21.0,Optimal Range,,,No,U87MG cell,Brain,100.0,1.0,Kidneys,24.0,0.12,0.0282419999999999,35.36,0.0007042892768079,Very Poor,Dextran,40000,No,4.74
INPs-P51,Inorganic,Gold,Passive,Spherical,21.0,Optimal Range,,,No,U87MG cell,Brain,100.0,1.0,Kidneys,168.0,0.23,0.00603,50.07,0.0001057894736842,Very Poor,Dextran,40000,No,6.93
INPs-P51,Inorganic,Gold,Passive,Spherical,21.0,Optimal Range,,,No,U87MG cell,Brain,100.0,1.0,Kidneys,336.0,0.12,0.018354,50.42,0.00032734082397,Very Poor,Dextran,40000,No,5.65
INPs-P51,Inorganic,Gold,Passive,Spherical,21.0,Optimal Range,,,No,U87MG cell,Brain,100.0,1.0,Heart,24.0,0.0268,0.0282419999999999,35.36,0.0007042892768079,Very Poor,Dextran,40000,No,4.74
INPs-P51,Inorganic,Gold,Passive,Spherical,21.0,Optimal Range,,,No,U87MG cell,Brain,100.0,1.0,Heart,168.0,0.0050249999999999,0.00603,50.07,0.0001057894736842,Very Poor,Dextran,40000,No,6.93
INPs-P51,Inorganic,Gold,Passive,Spherical,21.0,Optimal Range,,,No,U87MG cell,Brain,100.0,1.0,Heart,336.0,0.008545,0.018354,50.42,0.00032734082397,Very Poor,Dextran,40000,No,5.65
INPs-P51,Inorganic,Gold,Passive,Spherical,21.0,Optimal Range,,,No,U87MG cell,Brain,100.0,1.0,Lungs,24.0,0.0294554999999999,0.0282419999999999,35.36,0.0007042892768079,Very Poor,Dextran,40000,No,4.74
INPs-P51,Inorganic,Gold,Passive,Spherical,21.0,Optimal Range,,,No,U87MG cell,Brain,100.0,1.0,Lungs,168.0,0.0075701,0.00603,50.07,0.0001057894736842,Very Poor,Dextran,40000,No,6.93
INPs-P51,Inorganic,Gold,Passive,Spherical,21.0,Optimal Range,,,No,U87MG cell,Brain,100.0,1.0,Lungs,336.0,0.0245061,0.018354,50.42,0.00032734082397,Very Poor,Dextran,40000,No,5.65
INPs-P51,Inorganic,Gold,Passive,Spherical,21.0,Optimal Range,,,No,U87MG cell,Brain,100.0,1.0,Brain,24.0,0.0291389999999999,0.0282419999999999,35.36,0.0007042892768079,Very Poor,Dextran,40000,No,4.74
INPs-P51,Inorganic,Gold,Passive,Spherical,21.0,Optimal Range,,,No,U87MG cell,Brain,100.0,1.0,Brain,168.0,0.0171105,0.00603,50.07,0.0001057894736842,Very Poor,Dextran,40000,No,6.93
INPs-P51,Inorganic,Gold,Passive,Spherical,21.0,Optimal Range,,,No,U87MG cell,Brain,100.0,1.0,Brain,336.0,0.0171105,0.018354,50.42,0.00032734082397,Very Poor,Dextran,40000,No,5.65
INPs-P51,Inorganic,Gold,Passive,Spherical,21.0,Optimal Range,,,No,U87MG cell,Brain,100.0,1.0,Tumor,24.0,0.0282419999999999,0.0282419999999999,35.36,0.0007042892768079,Very Poor,Dextran,40000,No,4.74
INPs-P51,Inorganic,Gold,Passive,Spherical,21.0,Optimal Range,,,No,U87MG cell,Brain,100.0,1.0,Tumor,168.0,0.00603,0.00603,50.07,0.0001057894736842,Very Poor,Dextran,40000,No,6.93
INPs-P51,Inorganic,Gold,Passive,Spherical,21.0,Optimal Range,,,No,U87MG cell,Brain,100.0,1.0,Tumor,336.0,0.018354,0.018354,50.42,0.00032734082397,Very Poor,Dextran,40000,No,5.65
INPs-V-P1,Inorganic,CuET NCs,Passive,Others,184.4,Large,-19.6,Negative,No,B16F10  cell,Skin,200.0,4.5,Liver,2.0,11.3526026034,0.0148468106666666,11.3526026034,0.0012977879501769,Very Poor,No Stealth Effect,Not Exist,No,0.0874871775555555
INPs-V-P1,Inorganic,CuET NCs,Passive,Others,184.4,Large,-19.6,Negative,No,B16F10  cell,Skin,200.0,4.5,Liver,4.0,9.478712164,0.0580147573333333,9.478712164,0.0060458661283788,Very Poor,No Stealth Effect,Not Exist,No,0.1170605675555555
INPs-V-P1,Inorganic,CuET NCs,Passive,Others,184.4,Large,-19.6,Negative,No,B16F10  cell,Skin,200.0,4.5,Liver,8.0,6.3417828208,0.1503740826666666,6.3417828208,0.0234028381194729,Poor,No Stealth Effect,Not Exist,No,0.083680702
INPs-V-P1,Inorganic,CuET NCs,Passive,Others,184.4,Large,-19.6,Negative,No,B16F10  cell,Skin,200.0,4.5,Liver,12.0,4.4127779664,0.1905303119999999,4.4127779664,0.0422880489315563,Poor,No Stealth Effect,Not Exist,No,0.0927576828888888
INPs-V-P1,Inorganic,CuET NCs,Passive,Others,184.4,Large,-19.6,Negative,No,B16F10  cell,Skin,200.0,4.5,Liver,24.0,0.8900476572,0.0670499066666666,0.8900476572,0.0695068790946185,Moderate,No Stealth Effect,Not Exist,No,0.0746037203333333
INPs-V-P1,Inorganic,CuET NCs,Passive,Others,184.4,Large,-19.6,Negative,No,B16F10  cell,Skin,200.0,4.5,Liver,48.0,0.710925781,0.018862432,0.710925781,0.0243297910828918,Poor,No Stealth Effect,Not Exist,No,0.0643555165555555
INPs-V-P1,Inorganic,CuET NCs,Passive,Others,184.4,Large,-19.6,Negative,No,B16F10  cell,Skin,200.0,4.5,Spleen,2.0,0.0874871775555555,0.0148468106666666,11.3526026034,0.0012977879501769,Very Poor,No Stealth Effect,Not Exist,No,0.0874871775555555
INPs-V-P1,Inorganic,CuET NCs,Passive,Others,184.4,Large,-19.6,Negative,No,B16F10  cell,Skin,200.0,4.5,Spleen,4.0,0.1170605675555555,0.0580147573333333,9.478712164,0.0060458661283788,Very Poor,No Stealth Effect,Not Exist,No,0.1170605675555555
INPs-V-P1,Inorganic,CuET NCs,Passive,Others,184.4,Large,-19.6,Negative,No,B16F10  cell,Skin,200.0,4.5,Spleen,8.0,0.083680702,0.1503740826666666,6.3417828208,0.0234028381194729,Poor,No Stealth Effect,Not Exist,No,0.083680702
INPs-V-P1,Inorganic,CuET NCs,Passive,Others,184.4,Large,-19.6,Negative,No,B16F10  cell,Skin,200.0,4.5,Spleen,12.0,0.0927576828888888,0.1905303119999999,4.4127779664,0.0422880489315563,Poor,No Stealth Effect,Not Exist,No,0.0927576828888888
INPs-V-P1,Inorganic,CuET NCs,Passive,Others,184.4,Large,-19.6,Negative,No,B16F10  cell,Skin,200.0,4.5,Spleen,24.0,0.0746037203333333,0.0670499066666666,0.8900476572,0.0695068790946185,Moderate,No Stealth Effect,Not Exist,No,0.0746037203333333
INPs-V-P1,Inorganic,CuET NCs,Passive,Others,184.4,Large,-19.6,Negative,No,B16F10  cell,Skin,200.0,4.5,Spleen,48.0,0.0643555165555555,0.018862432,0.710925781,0.0243297910828918,Poor,No Stealth Effect,Not Exist,No,0.0643555165555555
INPs-V-P1,Inorganic,CuET NCs,Passive,Others,184.4,Large,-19.6,Negative,No,B16F10  cell,Skin,200.0,4.5,Lungs,2.0,0.0139174840666666,0.0148468106666666,11.3526026034,0.0012977879501769,Very Poor,No Stealth Effect,Not Exist,No,0.0874871775555555
INPs-V-P1,Inorganic,CuET NCs,Passive,Others,184.4,Large,-19.6,Negative,No,B16F10  cell,Skin,200.0,4.5,Lungs,4.0,0.0731562881333333,0.0580147573333333,9.478712164,0.0060458661283788,Very Poor,No Stealth Effect,Not Exist,No,0.1170605675555555
INPs-V-P1,Inorganic,CuET NCs,Passive,Others,184.4,Large,-19.6,Negative,No,B16F10  cell,Skin,200.0,4.5,Lungs,8.0,0.1476628248222222,0.1503740826666666,6.3417828208,0.0234028381194729,Poor,No Stealth Effect,Not Exist,No,0.083680702
INPs-V-P1,Inorganic,CuET NCs,Passive,Others,184.4,Large,-19.6,Negative,No,B16F10  cell,Skin,200.0,4.5,Lungs,12.0,0.1507163710222222,0.1905303119999999,4.4127779664,0.0422880489315563,Poor,No Stealth Effect,Not Exist,No,0.0927576828888888
INPs-V-P1,Inorganic,CuET NCs,Passive,Others,184.4,Large,-19.6,Negative,No,B16F10  cell,Skin,200.0,4.5,Lungs,24.0,0.0438422410444444,0.0670499066666666,0.8900476572,0.0695068790946185,Moderate,No Stealth Effect,Not Exist,No,0.0746037203333333
INPs-V-P1,Inorganic,CuET NCs,Passive,Others,184.4,Large,-19.6,Negative,No,B16F10  cell,Skin,200.0,4.5,Lungs,48.0,0.0218567045111111,0.018862432,0.710925781,0.0243297910828918,Poor,No Stealth Effect,Not Exist,No,0.0643555165555555
INPs-V-P1,Inorganic,CuET NCs,Passive,Others,184.4,Large,-19.6,Negative,No,B16F10  cell,Skin,200.0,4.5,Kidneys,2.0,0.0569864676666666,0.0148468106666666,11.3526026034,0.0012977879501769,Very Poor,No Stealth Effect,Not Exist,No,0.0874871775555555
INPs-V-P1,Inorganic,CuET NCs,Passive,Others,184.4,Large,-19.6,Negative,No,B16F10  cell,Skin,200.0,4.5,Kidneys,4.0,0.1114734500444444,0.0580147573333333,9.478712164,0.0060458661283788,Very Poor,No Stealth Effect,Not Exist,No,0.1170605675555555
INPs-V-P1,Inorganic,CuET NCs,Passive,Others,184.4,Large,-19.6,Negative,No,B16F10  cell,Skin,200.0,4.5,Kidneys,8.0,0.2958909339999999,0.1503740826666666,6.3417828208,0.0234028381194729,Poor,No Stealth Effect,Not Exist,No,0.083680702
INPs-V-P1,Inorganic,CuET NCs,Passive,Others,184.4,Large,-19.6,Negative,No,B16F10  cell,Skin,200.0,4.5,Kidneys,12.0,0.4663373946444444,0.1905303119999999,4.4127779664,0.0422880489315563,Poor,No Stealth Effect,Not Exist,No,0.0927576828888888
INPs-V-P1,Inorganic,CuET NCs,Passive,Others,184.4,Large,-19.6,Negative,No,B16F10  cell,Skin,200.0,4.5,Kidneys,24.0,0.0751487938888888,0.0670499066666666,0.8900476572,0.0695068790946185,Moderate,No Stealth Effect,Not Exist,No,0.0746037203333333
INPs-V-P1,Inorganic,CuET NCs,Passive,Others,184.4,Large,-19.6,Negative,No,B16F10  cell,Skin,200.0,4.5,Kidneys,48.0,0.0569864676666666,0.018862432,0.710925781,0.0243297910828918,Poor,No Stealth Effect,Not Exist,No,0.0643555165555555
INPs-V-P1,Inorganic,CuET NCs,Passive,Others,184.4,Large,-19.6,Negative,No,B16F10  cell,Skin,200.0,4.5,Heart,2.0,0.0024215244444444,0.0148468106666666,11.3526026034,0.0012977879501769,Very Poor,No Stealth Effect,Not Exist,No,0.0874871775555555
INPs-V-P1,Inorganic,CuET NCs,Passive,Others,184.4,Large,-19.6,Negative,No,B16F10  cell,Skin,200.0,4.5,Heart,4.0,0.0078593466666666,0.0580147573333333,9.478712164,0.0060458661283788,Very Poor,No Stealth Effect,Not Exist,No,0.1170605675555555
INPs-V-P1,Inorganic,CuET NCs,Passive,Others,184.4,Large,-19.6,Negative,No,B16F10  cell,Skin,200.0,4.5,Heart,8.0,0.0040947,0.1503740826666666,6.3417828208,0.0234028381194729,Poor,No Stealth Effect,Not Exist,No,0.083680702
INPs-V-P1,Inorganic,CuET NCs,Passive,Others,184.4,Large,-19.6,Negative,No,B16F10  cell,Skin,200.0,4.5,Heart,12.0,0.0040947,0.1905303119999999,4.4127779664,0.0422880489315563,Poor,No Stealth Effect,Not Exist,No,0.0927576828888888
INPs-V-P1,Inorganic,CuET NCs,Passive,Others,184.4,Large,-19.6,Negative,No,B16F10  cell,Skin,200.0,4.5,Heart,24.0,0.01329717,0.0670499066666666,0.8900476572,0.0695068790946185,Moderate,No Stealth Effect,Not Exist,No,0.0746037203333333
INPs-V-P1,Inorganic,CuET NCs,Passive,Others,184.4,Large,-19.6,Negative,No,B16F10  cell,Skin,200.0,4.5,Heart,48.0,0.0095325233333333,0.018862432,0.710925781,0.0243297910828918,Poor,No Stealth Effect,Not Exist,No,0.0643555165555555
INPs-V-P1,Inorganic,CuET NCs,Passive,Others,184.4,Large,-19.6,Negative,No,B16F10  cell,Skin,200.0,4.5,Brain,2.0,0.01351251,0.0148468106666666,11.3526026034,0.0012977879501769,Very Poor,No Stealth Effect,Not Exist,No,0.0874871775555555
INPs-V-P1,Inorganic,CuET NCs,Passive,Others,184.4,Large,-19.6,Negative,No,B16F10  cell,Skin,200.0,4.5,Brain,4.0,0.01351251,0.0580147573333333,9.478712164,0.0060458661283788,Very Poor,No Stealth Effect,Not Exist,No,0.1170605675555555
INPs-V-P1,Inorganic,CuET NCs,Passive,Others,184.4,Large,-19.6,Negative,No,B16F10  cell,Skin,200.0,4.5,Brain,8.0,0.01351251,0.1503740826666666,6.3417828208,0.0234028381194729,Poor,No Stealth Effect,Not Exist,No,0.083680702
INPs-V-P1,Inorganic,CuET NCs,Passive,Others,184.4,Large,-19.6,Negative,No,B16F10  cell,Skin,200.0,4.5,Brain,12.0,0.031457327,0.1905303119999999,4.4127779664,0.0422880489315563,Poor,No Stealth Effect,Not Exist,No,0.0927576828888888
INPs-V-P1,Inorganic,CuET NCs,Passive,Others,184.4,Large,-19.6,Negative,No,B16F10  cell,Skin,200.0,4.5,Brain,24.0,0.140506586,0.0670499066666666,0.8900476572,0.0695068790946185,Moderate,No Stealth Effect,Not Exist,No,0.0746037203333333
INPs-V-P1,Inorganic,CuET NCs,Passive,Others,184.4,Large,-19.6,Negative,No,B16F10  cell,Skin,200.0,4.5,Brain,48.0,0.0990954763333333,0.018862432,0.710925781,0.0243297910828918,Poor,No Stealth Effect,Not Exist,No,0.0643555165555555
INPs-V-P1,Inorganic,CuET NCs,Passive,Others,184.4,Large,-19.6,Negative,No,B16F10  cell,Skin,200.0,4.5,Tumor,2.0,0.0148468106666666,0.0148468106666666,11.3526026034,0.0012977879501769,Very Poor,No Stealth Effect,Not Exist,No,0.0874871775555555
INPs-V-P1,Inorganic,CuET NCs,Passive,Others,184.4,Large,-19.6,Negative,No,B16F10  cell,Skin,200.0,4.5,Tumor,4.0,0.0580147573333333,0.0580147573333333,9.478712164,0.0060458661283788,Very Poor,No Stealth Effect,Not Exist,No,0.1170605675555555
INPs-V-P1,Inorganic,CuET NCs,Passive,Others,184.4,Large,-19.6,Negative,No,B16F10  cell,Skin,200.0,4.5,Tumor,8.0,0.1503740826666666,0.1503740826666666,6.3417828208,0.0234028381194729,Poor,No Stealth Effect,Not Exist,No,0.083680702
INPs-V-P1,Inorganic,CuET NCs,Passive,Others,184.4,Large,-19.6,Negative,No,B16F10  cell,Skin,200.0,4.5,Tumor,12.0,0.1905303119999999,0.1905303119999999,4.4127779664,0.0422880489315563,Poor,No Stealth Effect,Not Exist,No,0.0927576828888888
INPs-V-P1,Inorganic,CuET NCs,Passive,Others,184.4,Large,-19.6,Negative,No,B16F10  cell,Skin,200.0,4.5,Tumor,24.0,0.0670499066666666,0.0670499066666666,0.8900476572,0.0695068790946185,Moderate,No Stealth Effect,Not Exist,No,0.0746037203333333
INPs-V-P1,Inorganic,CuET NCs,Passive,Others,184.4,Large,-19.6,Negative,No,B16F10  cell,Skin,200.0,4.5,Tumor,48.0,0.018862432,0.018862432,0.710925781,0.0243297910828918,Poor,No Stealth Effect,Not Exist,No,0.0643555165555555
INPs-V-P1,Inorganic,CuET NCs,Passive,Others,184.4,Large,-19.6,Negative,No,B16F10  cell,Skin,200.0,4.5,Blood,0.0,88.54738822222222,0.0,0.0,0.0,Very Poor,No Stealth Effect,Not Exist,No,0.0
INPs-V-P1,Inorganic,CuET NCs,Passive,Others,184.4,Large,-19.6,Negative,No,B16F10  cell,Skin,200.0,4.5,Blood,0.083,62.55779911111111,0.0,0.0,0.0,Very Poor,No Stealth Effect,Not Exist,No,0.0
INPs-V-P1,Inorganic,CuET NCs,Passive,Others,184.4,Large,-19.6,Negative,No,B16F10  cell,Skin,200.0,4.5,Blood,0.167,38.03316844444445,0.0,0.0,0.0,Very Poor,No Stealth Effect,Not Exist,No,0.0
INPs-V-P1,Inorganic,CuET NCs,Passive,Others,184.4,Large,-19.6,Negative,No,B16F10  cell,Skin,200.0,4.5,Blood,0.5,21.37596688888889,0.0,0.0,0.0,Very Poor,No Stealth Effect,Not Exist,No,0.0
INPs-V-P1,Inorganic,CuET NCs,Passive,Others,184.4,Large,-19.6,Negative,No,B16F10  cell,Skin,200.0,4.5,Blood,1.0,12.911706888888888,0.0,0.0,0.0,Very Poor,No Stealth Effect,Not Exist,No,0.0
INPs-V-P1,Inorganic,CuET NCs,Passive,Others,184.4,Large,-19.6,Negative,No,B16F10  cell,Skin,200.0,4.5,Blood,2.0,10.524361555555554,0.0148468106666666,11.3526026034,0.0012977879501769,Very Poor,No Stealth Effect,Not Exist,No,0.0874871775555555
INPs-V-P1,Inorganic,CuET NCs,Passive,Others,184.4,Large,-19.6,Negative,No,B16F10  cell,Skin,200.0,4.5,Blood,4.0,7.160359111111111,0.0580147573333333,9.478712164,0.0060458661283788,Very Poor,No Stealth Effect,Not Exist,No,0.1170605675555555
INPs-V-P1,Inorganic,CuET NCs,Passive,Others,184.4,Large,-19.6,Negative,No,B16F10  cell,Skin,200.0,4.5,Blood,10.0,7.080249555555556,0.0,0.0,0.0,Very Poor,No Stealth Effect,Not Exist,No,0.0
INPs-V-P1,Inorganic,CuET NCs,Passive,Others,184.4,Large,-19.6,Negative,No,B16F10  cell,Skin,200.0,4.5,Blood,12.0,7.080249555555556,0.1905303119999999,4.4127779664,0.0422880489315563,Poor,No Stealth Effect,Not Exist,No,0.0927576828888888
INPs-V-P1,Inorganic,CuET NCs,Passive,Others,184.4,Large,-19.6,Negative,No,B16F10  cell,Skin,200.0,4.5,Blood,24.0,3.230417555555555,0.0670499066666666,0.8900476572,0.0695068790946185,Moderate,No Stealth Effect,Not Exist,No,0.0746037203333333
INPs-V-P1,Inorganic,CuET NCs,Passive,Others,184.4,Large,-19.6,Negative,No,B16F10  cell,Skin,200.0,4.5,Blood,48.0,1.1450973333333334,0.018862432,0.710925781,0.0243297910828918,Poor,No Stealth Effect,Not Exist,No,0.0643555165555555
INPs-V-P1,Inorganic,CuET NCs,Passive,Others,184.4,Large,-19.6,Negative,No,B16F10  cell,Skin,200.0,4.5,Blood,72.0,0.2361146666666667,0.0,0.0,0.0,Very Poor,No Stealth Effect,Not Exist,No,0.0
INPs-V-P2,Inorganic,CuET NCs,Active,Others,189.7,Large,-20.1,Negative,No,B16F10  cell,Skin,200.0,4.5,Liver,2.0,8.711770388000001,0.0352515173333333,8.711770388000001,0.0040108108433321,Very Poor,Fuc,120000,No,0.0773544823333333
INPs-V-P2,Inorganic,CuET NCs,Active,Others,189.7,Large,-20.1,Negative,No,B16F10  cell,Skin,200.0,4.5,Liver,4.0,9.8422999068,0.124009496,9.8422999068,0.0124692211378746,Poor,Fuc,120000,No,0.1029480464444444
INPs-V-P2,Inorganic,CuET NCs,Active,Others,189.7,Large,-20.1,Negative,No,B16F10  cell,Skin,200.0,4.5,Liver,8.0,6.852164696800001,0.2339483546666666,6.852164696800001,0.0337425016528391,Poor,Fuc,120000,No,0.0811788078888889
INPs-V-P2,Inorganic,CuET NCs,Active,Others,189.7,Large,-20.1,Negative,No,B16F10  cell,Skin,200.0,4.5,Liver,12.0,4.9325717154,0.6888329866666667,4.9325717154,0.1374936395227377,Moderately High,Fuc,120000,No,0.0773544823333333
INPs-V-P2,Inorganic,CuET NCs,Active,Others,189.7,Large,-20.1,Negative,No,B16F10  cell,Skin,200.0,4.5,Liver,24.0,1.0287840564,0.3095943573333333,1.0287840564,0.2855838596916119,Moderately High,Fuc,120000,No,0.0552910648888888
INPs-V-P2,Inorganic,CuET NCs,Active,Others,189.7,Large,-20.1,Negative,No,B16F10  cell,Skin,200.0,4.5,Liver,48.0,0.8672798464000002,0.0665185333333333,0.8672798464000002,0.0721012688774272,Moderate,Fuc,120000,No,0.0552910648888888
INPs-V-P2,Inorganic,CuET NCs,Active,Others,189.7,Large,-20.1,Negative,No,B16F10  cell,Skin,200.0,4.5,Spleen,2.0,0.0773544823333333,0.0352515173333333,8.711770388000001,0.0040108108433321,Very Poor,Fuc,120000,No,0.0773544823333333
INPs-V-P2,Inorganic,CuET NCs,Active,Others,189.7,Large,-20.1,Negative,No,B16F10  cell,Skin,200.0,4.5,Spleen,4.0,0.1029480464444444,0.124009496,9.8422999068,0.0124692211378746,Poor,Fuc,120000,No,0.1029480464444444
INPs-V-P2,Inorganic,CuET NCs,Active,Others,189.7,Large,-20.1,Negative,No,B16F10  cell,Skin,200.0,4.5,Spleen,8.0,0.0811788078888889,0.2339483546666666,6.852164696800001,0.0337425016528391,Poor,Fuc,120000,No,0.0811788078888889
INPs-V-P2,Inorganic,CuET NCs,Active,Others,189.7,Large,-20.1,Negative,No,B16F10  cell,Skin,200.0,4.5,Spleen,12.0,0.0773544823333333,0.6888329866666667,4.9325717154,0.1374936395227377,Moderately High,Fuc,120000,No,0.0773544823333333
INPs-V-P2,Inorganic,CuET NCs,Active,Others,189.7,Large,-20.1,Negative,No,B16F10  cell,Skin,200.0,4.5,Spleen,24.0,0.0552910648888888,0.3095943573333333,1.0287840564,0.2855838596916119,Moderately High,Fuc,120000,No,0.0552910648888888
INPs-V-P2,Inorganic,CuET NCs,Active,Others,189.7,Large,-20.1,Negative,No,B16F10  cell,Skin,200.0,4.5,Spleen,48.0,0.0552910648888888,0.0665185333333333,0.8672798464000002,0.0721012688774272,Moderate,Fuc,120000,No,0.0552910648888888
INPs-V-P2,Inorganic,CuET NCs,Active,Others,189.7,Large,-20.1,Negative,No,B16F10  cell,Skin,200.0,4.5,Lungs,2.0,0.0159225150444444,0.0352515173333333,8.711770388000001,0.0040108108433321,Very Poor,Fuc,120000,No,0.0773544823333333
INPs-V-P2,Inorganic,CuET NCs,Active,Others,189.7,Large,-20.1,Negative,No,B16F10  cell,Skin,200.0,4.5,Lungs,4.0,0.0484418915555555,0.124009496,9.8422999068,0.0124692211378746,Poor,Fuc,120000,No,0.1029480464444444
INPs-V-P2,Inorganic,CuET NCs,Active,Others,189.7,Large,-20.1,Negative,No,B16F10  cell,Skin,200.0,4.5,Lungs,8.0,0.1208435219111111,0.2339483546666666,6.852164696800001,0.0337425016528391,Poor,Fuc,120000,No,0.0811788078888889
INPs-V-P2,Inorganic,CuET NCs,Active,Others,189.7,Large,-20.1,Negative,No,B16F10  cell,Skin,200.0,4.5,Lungs,12.0,0.0969141689555555,0.6888329866666667,4.9325717154,0.1374936395227377,Moderately High,Fuc,120000,No,0.0773544823333333
INPs-V-P2,Inorganic,CuET NCs,Active,Others,189.7,Large,-20.1,Negative,No,B16F10  cell,Skin,200.0,4.5,Lungs,24.0,0.0699169520666666,0.3095943573333333,1.0287840564,0.2855838596916119,Moderately High,Fuc,120000,No,0.0552910648888888
INPs-V-P2,Inorganic,CuET NCs,Active,Others,189.7,Large,-20.1,Negative,No,B16F10  cell,Skin,200.0,4.5,Lungs,48.0,0.0539640495555555,0.0665185333333333,0.8672798464000002,0.0721012688774272,Moderate,Fuc,120000,No,0.0552910648888888
INPs-V-P2,Inorganic,CuET NCs,Active,Others,189.7,Large,-20.1,Negative,No,B16F10  cell,Skin,200.0,4.5,Kidneys,2.0,0.0125633691777777,0.0352515173333333,8.711770388000001,0.0040108108433321,Very Poor,Fuc,120000,No,0.0773544823333333
INPs-V-P2,Inorganic,CuET NCs,Active,Others,189.7,Large,-20.1,Negative,No,B16F10  cell,Skin,200.0,4.5,Kidneys,4.0,0.0616912436222222,0.124009496,9.8422999068,0.0124692211378746,Poor,Fuc,120000,No,0.1029480464444444
