Fact_ID,NP_Key,Tumor_Key,Time_Key,Targeting_Key,Organ_Key,Administration_Key,Efficiency_Key,Biodistribution (%ID),Tumor_%ID,Liver_%ID,Spleen_%ID,Selectivity_Index
678,32,17,23,2,8,28,2,0.97,4.8,93.64,47.93,0.0339054884509429
679,32,17,25,2,8,28,2,0.97,4.2,0.0,95.07,0.0441779741243294
680,32,17,16,2,6,28,2,2.05,4.2,68.33,36.01,0.0402530189764232
681,32,17,23,2,6,28,2,4.11,4.8,93.64,47.93,0.0339054884509429
682,32,17,25,2,6,28,2,2.05,4.2,0.0,95.07,0.0441779741243294
683,32,17,16,2,1,28,2,0.205,4.2,68.33,36.01,0.0402530189764232
684,33,18,9,2,17,12,4,2.15,2.15,13.57,1.06,0.1469583048530416
685,33,18,13,2,17,12,3,1.34,1.34,13.57,1.48,0.0890365448504983
686,33,18,21,2,17,12,4,4.16,4.16,18.27,2.03,0.2049261083743842
687,33,18,23,2,17,12,4,6.69,6.69,20.63,2.67,0.2871244635193133
688,33,18,28,2,17,12,4,8.68,8.68,27.5,4.6,0.270404984423676
689,33,18,9,2,7,12,4,13.57,2.15,13.57,1.06,0.1469583048530416
690,33,18,13,2,7,12,3,13.57,1.34,13.57,1.48,0.0890365448504983
691,33,18,21,2,7,12,4,18.27,4.16,18.27,2.03,0.2049261083743842
692,33,18,23,2,7,12,4,20.63,6.69,20.63,2.67,0.2871244635193133
693,33,18,28,2,7,12,4,27.5,8.68,27.5,4.6,0.270404984423676
694,33,18,9,2,15,12,4,1.06,2.15,13.57,1.06,0.1469583048530416
695,33,18,13,2,15,12,3,1.48,1.34,13.57,1.48,0.0890365448504983
696,33,18,21,2,15,12,4,2.03,4.16,18.27,2.03,0.2049261083743842
697,33,18,23,2,15,12,4,2.67,6.69,20.63,2.67,0.2871244635193133
698,33,18,28,2,15,12,4,4.6,8.68,27.5,4.6,0.270404984423676
699,33,18,9,2,8,12,4,1.63,2.15,13.57,1.06,0.1469583048530416
700,33,18,13,2,8,12,3,1.83,1.34,13.57,1.48,0.0890365448504983
701,33,18,21,2,8,12,4,1.25,4.16,18.27,2.03,0.2049261083743842
702,33,18,23,2,8,12,4,1.39,6.69,20.63,2.67,0.2871244635193133
703,33,18,28,2,8,12,4,0.3,8.68,27.5,4.6,0.270404984423676
704,33,18,9,2,6,12,4,2.06,2.15,13.57,1.06,0.1469583048530416
705,33,18,13,2,6,12,3,2.4,1.34,13.57,1.48,0.0890365448504983
706,33,18,21,2,6,12,4,1.47,4.16,18.27,2.03,0.2049261083743842
707,33,18,23,2,6,12,4,1.47,6.69,20.63,2.67,0.2871244635193133
708,33,18,28,2,6,12,4,0.39,8.68,27.5,4.6,0.270404984423676
709,33,18,9,2,12,12,4,0.109,2.15,13.57,1.06,0.1469583048530416
710,33,18,13,2,12,12,3,0.121,1.34,13.57,1.48,0.0890365448504983
711,33,18,21,2,12,12,4,0.071,4.16,18.27,2.03,0.2049261083743842
712,33,18,23,2,12,12,4,0.066,6.69,20.63,2.67,0.2871244635193133
713,33,18,28,2,12,12,4,0.008,8.68,27.5,4.6,0.270404984423676
714,33,18,9,2,3,12,4,0.0530365,2.15,13.57,1.06,0.1469583048530416
715,33,18,13,2,3,12,3,0.0530365,1.34,13.57,1.48,0.0890365448504983
716,33,18,9,2,13,12,4,0.1716916,2.15,13.57,1.06,0.1469583048530416
717,33,18,13,2,13,12,3,5.9699748,1.34,13.57,1.48,0.0890365448504983
718,33,18,21,2,13,12,4,15.804167700000004,4.16,18.27,2.03,0.2049261083743842
719,33,18,23,2,13,12,4,23.752618200000004,6.69,20.63,2.67,0.2871244635193133
720,33,18,28,2,13,12,4,29.25132270000001,8.68,27.5,4.6,0.270404984423676
721,34,19,16,2,17,37,3,0.36,0.36,2.92,0.8,0.0967741935483871
722,34,19,20,2,17,37,3,0.44,0.44,3.79,0.85,0.0948275862068965
723,34,19,23,2,17,37,3,0.49,0.49,7.99,1.44,0.0519618239660657
724,34,19,24,2,17,37,2,0.25,0.25,6.73,1.25,0.031328320802005
725,34,19,28,2,17,37,2,0.06,0.06,5.31,0.18,0.0109289617486338
726,34,19,16,2,4,37,3,0.3251,0.36,2.92,0.8,0.0967741935483871
727,34,19,20,2,4,37,3,0.2911,0.44,3.79,0.85,0.0948275862068965
728,34,19,23,2,4,37,3,0.2124,0.49,7.99,1.44,0.0519618239660657
729,34,19,24,2,4,37,2,0.1967,0.25,6.73,1.25,0.031328320802005
730,34,19,28,2,4,37,2,0.1783,0.06,5.31,0.18,0.0109289617486338
731,34,19,16,2,7,37,3,2.92,0.36,2.92,0.8,0.0967741935483871
732,34,19,20,2,7,37,3,3.79,0.44,3.79,0.85,0.0948275862068965
733,34,19,23,2,7,37,3,7.99,0.49,7.99,1.44,0.0519618239660657
734,34,19,24,2,7,37,2,6.73,0.25,6.73,1.25,0.031328320802005
735,34,19,28,2,7,37,2,5.31,0.06,5.31,0.18,0.0109289617486338
736,34,19,16,2,15,37,3,0.8,0.36,2.92,0.8,0.0967741935483871
737,34,19,20,2,15,37,3,0.85,0.44,3.79,0.85,0.0948275862068965
738,34,19,23,2,15,37,3,1.44,0.49,7.99,1.44,0.0519618239660657
739,34,19,24,2,15,37,2,1.25,0.25,6.73,1.25,0.031328320802005
740,34,19,28,2,15,37,2,0.18,0.06,5.31,0.18,0.0109289617486338
741,34,19,16,2,8,37,3,0.23,0.36,2.92,0.8,0.0967741935483871
742,34,19,20,2,8,37,3,0.29,0.44,3.79,0.85,0.0948275862068965
743,34,19,23,2,8,37,3,0.74,0.49,7.99,1.44,0.0519618239660657
744,34,19,24,2,8,37,2,0.32,0.25,6.73,1.25,0.031328320802005
745,34,19,28,2,8,37,2,0.08,0.06,5.31,0.18,0.0109289617486338
746,34,19,16,2,6,37,3,0.44,0.36,2.92,0.8,0.0967741935483871
747,34,19,20,2,6,37,3,0.49,0.44,3.79,0.85,0.0948275862068965
748,34,19,23,2,6,37,3,0.86,0.49,7.99,1.44,0.0519618239660657
749,34,19,24,2,6,37,2,0.38,0.25,6.73,1.25,0.031328320802005
750,34,19,28,2,6,37,2,0.37,0.06,5.31,0.18,0.0109289617486338
751,35,20,8,2,17,33,1,0.12,0.12,35.8,1.64,0.0032051282051282
752,35,20,20,2,17,33,2,0.37,0.37,20.55,1.13,0.0170664206642066
753,35,20,23,2,17,33,2,0.42,0.42,13.04,0.9,0.0301291248206599
754,35,20,24,2,17,33,2,0.1,0.1,8.18,0.97,0.0109289617486338
755,35,20,8,2,4,33,1,1.205,0.12,35.8,1.64,0.0032051282051282
756,35,20,20,2,4,33,2,1.3186,0.37,20.55,1.13,0.0170664206642066
757,35,20,23,2,4,33,2,1.1822,0.42,13.04,0.9,0.0301291248206599
758,35,20,24,2,4,33,2,1.1595,0.1,8.18,0.97,0.0109289617486338
759,35,20,8,2,7,33,1,35.8,0.12,35.8,1.64,0.0032051282051282
760,35,20,20,2,7,33,2,20.55,0.37,20.55,1.13,0.0170664206642066
761,35,20,23,2,7,33,2,13.04,0.42,13.04,0.9,0.0301291248206599
762,35,20,24,2,7,33,2,8.18,0.1,8.18,0.97,0.0109289617486338
763,35,20,8,2,15,33,1,1.64,0.12,35.8,1.64,0.0032051282051282
764,35,20,20,2,15,33,2,1.13,0.37,20.55,1.13,0.0170664206642066
765,35,20,23,2,15,33,2,0.9,0.42,13.04,0.9,0.0301291248206599
766,35,20,24,2,15,33,2,0.97,0.1,8.18,0.97,0.0109289617486338
767,35,20,8,2,8,33,1,3.4,0.12,35.8,1.64,0.0032051282051282
768,35,20,20,2,8,33,2,3.46,0.37,20.55,1.13,0.0170664206642066
769,35,20,23,2,8,33,2,3.29,0.42,13.04,0.9,0.0301291248206599
770,35,20,24,2,8,33,2,1.16,0.1,8.18,0.97,0.0109289617486338
771,35,20,8,2,6,33,1,2.34,0.12,35.8,1.64,0.0032051282051282
772,35,20,20,2,6,33,2,2.48,0.37,20.55,1.13,0.0170664206642066
773,35,20,23,2,6,33,2,1.36,0.42,13.04,0.9,0.0301291248206599
774,35,20,24,2,6,33,2,1.83,0.1,8.18,0.97,0.0109289617486338
775,35,20,8,2,12,33,1,7.538,0.12,35.8,1.64,0.0032051282051282
776,35,20,20,2,12,33,2,5.444,0.37,20.55,1.13,0.0170664206642066
777,35,20,23,2,12,33,2,3.141,0.42,13.04,0.9,0.0301291248206599
778,35,20,24,2,12,33,2,1.675,0.1,8.18,0.97,0.0109289617486338
779,36,21,16,1,17,6,3,0.32,0.32,5.26,0.19,0.0587155963302752
780,36,21,20,1,17,6,3,0.63,0.63,10.51,0.39,0.0577981651376146
781,36,21,23,1,17,6,3,0.81,0.81,14.11,0.54,0.0552901023890785
782,36,21,24,1,17,6,2,0.33,0.33,8.46,0.33,0.0375426621160409
783,36,21,16,1,4,6,3,0.0957,0.32,5.26,0.19,0.0587155963302752
784,36,21,20,1,4,6,3,0.1159,0.63,10.51,0.39,0.0577981651376146
785,36,21,23,1,4,6,3,0.1864,0.81,14.11,0.54,0.0552901023890785
786,36,21,24,1,4,6,2,0.126,0.33,8.46,0.33,0.0375426621160409
787,36,21,16,1,7,6,3,5.26,0.32,5.26,0.19,0.0587155963302752
788,36,21,20,1,7,6,3,10.51,0.63,10.51,0.39,0.0577981651376146
789,36,21,23,1,7,6,3,14.11,0.81,14.11,0.54,0.0552901023890785
790,36,21,24,1,7,6,2,8.46,0.33,8.46,0.33,0.0375426621160409
791,36,21,16,1,15,6,3,0.19,0.32,5.26,0.19,0.0587155963302752
792,36,21,20,1,15,6,3,0.39,0.63,10.51,0.39,0.0577981651376146
793,36,21,23,1,15,6,3,0.54,0.81,14.11,0.54,0.0552901023890785
794,36,21,24,1,15,6,2,0.33,0.33,8.46,0.33,0.0375426621160409
795,36,21,16,1,8,6,3,0.13,0.32,5.26,0.19,0.0587155963302752
796,36,21,20,1,8,6,3,0.15,0.63,10.51,0.39,0.0577981651376146
797,36,21,23,1,8,6,3,0.25,0.81,14.11,0.54,0.0552901023890785
798,36,21,24,1,8,6,2,0.23,0.33,8.46,0.33,0.0375426621160409
799,36,21,16,1,6,6,3,0.29,0.32,5.26,0.19,0.0587155963302752
800,36,21,20,1,6,6,3,0.54,0.63,10.51,0.39,0.0577981651376146
801,36,21,23,1,6,6,3,0.52,0.81,14.11,0.54,0.0552901023890785
802,36,21,24,1,6,6,2,0.32,0.33,8.46,0.33,0.0375426621160409
803,37,22,9,2,17,39,2,0.13,0.13,4.83,0.13,0.0262096774193548
804,37,22,11,2,17,39,2,0.16,0.16,4.38,0.13,0.0354767184035476
805,37,22,14,2,17,39,3,0.19,0.19,3.45,0.14,0.0529247910863509
806,37,22,17,2,17,39,3,0.21,0.21,2.86,0.15,0.0697674418604651
807,37,22,20,2,17,39,3,0.2,0.2,2.21,0.15,0.0847457627118644
808,37,22,23,2,17,39,3,0.18,0.18,1.72,0.14,0.0967741935483871
809,37,22,9,2,4,39,2,0.0563,0.13,4.83,0.13,0.0262096774193548
810,37,22,11,2,4,39,2,0.0475,0.16,4.38,0.13,0.0354767184035476
811,37,22,14,2,4,39,3,0.0428,0.19,3.45,0.14,0.0529247910863509
812,37,22,17,2,4,39,3,0.0388,0.21,2.86,0.15,0.0697674418604651
813,37,22,20,2,4,39,3,0.0372,0.2,2.21,0.15,0.0847457627118644
814,37,22,23,2,4,39,3,0.0277,0.18,1.72,0.14,0.0967741935483871
815,37,22,9,2,7,39,2,4.83,0.13,4.83,0.13,0.0262096774193548
816,37,22,11,2,7,39,2,4.38,0.16,4.38,0.13,0.0354767184035476
817,37,22,14,2,7,39,3,3.45,0.19,3.45,0.14,0.0529247910863509
818,37,22,17,2,7,39,3,2.86,0.21,2.86,0.15,0.0697674418604651
819,37,22,20,2,7,39,3,2.21,0.2,2.21,0.15,0.0847457627118644
820,37,22,23,2,7,39,3,1.72,0.18,1.72,0.14,0.0967741935483871
821,37,22,9,2,15,39,2,0.13,0.13,4.83,0.13,0.0262096774193548
822,37,22,11,2,15,39,2,0.13,0.16,4.38,0.13,0.0354767184035476
823,37,22,14,2,15,39,3,0.14,0.19,3.45,0.14,0.0529247910863509
824,37,22,17,2,15,39,3,0.15,0.21,2.86,0.15,0.0697674418604651
825,37,22,20,2,15,39,3,0.15,0.2,2.21,0.15,0.0847457627118644
826,37,22,23,2,15,39,3,0.14,0.18,1.72,0.14,0.0967741935483871
827,37,22,9,2,8,39,2,0.09,0.13,4.83,0.13,0.0262096774193548
828,37,22,11,2,8,39,2,0.11,0.16,4.38,0.13,0.0354767184035476
829,37,22,14,2,8,39,3,0.12,0.19,3.45,0.14,0.0529247910863509
830,37,22,17,2,8,39,3,0.11,0.21,2.86,0.15,0.0697674418604651
831,37,22,20,2,8,39,3,0.1,0.2,2.21,0.15,0.0847457627118644
832,37,22,23,2,8,39,3,0.08,0.18,1.72,0.14,0.0967741935483871
833,37,22,9,2,6,39,2,0.29,0.13,4.83,0.13,0.0262096774193548
834,37,22,11,2,6,39,2,0.21,0.16,4.38,0.13,0.0354767184035476
835,37,22,14,2,6,39,3,0.18,0.19,3.45,0.14,0.0529247910863509
836,37,22,17,2,6,39,3,0.16,0.21,2.86,0.15,0.0697674418604651
837,37,22,20,2,6,39,3,0.12,0.2,2.21,0.15,0.0847457627118644
838,37,22,23,2,6,39,3,0.08,0.18,1.72,0.14,0.0967741935483871
839,38,23,5,2,17,2,3,1.4,1.4,21.22,1.35,0.0620292423571112
840,38,23,7,2,17,2,3,1.78,1.78,27.34,1.57,0.0615703908682116
841,38,23,9,2,17,2,4,4.3,4.3,31.22,1.62,0.1309378806333739
842,38,23,11,2,17,2,4,2.77,2.77,24.18,1.27,0.1088408644400786
843,38,23,5,2,4,2,3,0.1394,1.4,21.22,1.35,0.0620292423571112
844,38,23,7,2,4,2,3,0.1673,1.78,27.34,1.57,0.0615703908682116
845,38,23,9,2,4,2,4,0.1208,4.3,31.22,1.62,0.1309378806333739
846,38,23,11,2,4,2,4,0.0836,2.77,24.18,1.27,0.1088408644400786
847,38,23,5,2,7,2,3,21.22,1.4,21.22,1.35,0.0620292423571112
848,38,23,7,2,7,2,3,27.34,1.78,27.34,1.57,0.0615703908682116
849,38,23,9,2,7,2,4,31.22,4.3,31.22,1.62,0.1309378806333739
850,38,23,11,2,7,2,4,24.18,2.77,24.18,1.27,0.1088408644400786
851,38,23,5,2,15,2,3,1.35,1.4,21.22,1.35,0.0620292423571112
852,38,23,7,2,15,2,3,1.57,1.78,27.34,1.57,0.0615703908682116
853,38,23,9,2,15,2,4,1.62,4.3,31.22,1.62,0.1309378806333739
854,38,23,11,2,15,2,4,1.27,2.77,24.18,1.27,0.1088408644400786
855,38,23,5,2,8,2,3,0.45,1.4,21.22,1.35,0.0620292423571112
856,38,23,7,2,8,2,3,0.35,1.78,27.34,1.57,0.0615703908682116
857,38,23,9,2,8,2,4,0.31,4.3,31.22,1.62,0.1309378806333739
858,38,23,11,2,8,2,4,0.28,2.77,24.18,1.27,0.1088408644400786
859,38,23,5,2,6,2,3,4.81,1.4,21.22,1.35,0.0620292423571112
860,38,23,7,2,6,2,3,4.13,1.78,27.34,1.57,0.0615703908682116
861,38,23,9,2,6,2,4,3.35,4.3,31.22,1.62,0.1309378806333739
862,38,23,11,2,6,2,4,2.14,2.77,24.18,1.27,0.1088408644400786
863,38,23,5,2,1,2,3,32.783,1.4,21.22,1.35,0.0620292423571112
864,38,23,7,2,1,2,3,26.133,1.78,27.34,1.57,0.0615703908682116
865,38,23,9,2,1,2,4,16.217,4.3,31.22,1.62,0.1309378806333739
866,38,23,11,2,1,2,4,11.55,2.77,24.18,1.27,0.1088408644400786
867,38,23,5,2,5,2,3,7.47150624,1.4,21.22,1.35,0.0620292423571112
868,38,23,7,2,5,2,3,6.76781082,1.78,27.34,1.57,0.0615703908682116
869,38,23,9,2,5,2,4,6.0641154,4.3,31.22,1.62,0.1309378806333739
870,38,23,11,2,5,2,4,5.168502060000001,2.77,24.18,1.27,0.1088408644400786
871,38,23,5,2,16,2,3,1.3868154,1.4,21.22,1.35,0.0620292423571112
872,38,23,7,2,16,2,3,1.180053,1.78,27.34,1.57,0.0615703908682116
873,38,23,9,2,16,2,4,1.089927,4.3,31.22,1.62,0.1309378806333739
874,38,23,11,2,16,2,4,0.7665318,2.77,24.18,1.27,0.1088408644400786
875,38,23,5,2,9,2,3,13.0921344,1.4,21.22,1.35,0.0620292423571112
876,38,23,7,2,9,2,3,13.0921344,1.78,27.34,1.57,0.0615703908682116
877,38,23,9,2,9,2,4,9.3598848,4.3,31.22,1.62,0.1309378806333739
878,38,23,11,2,9,2,4,11.3956992,2.77,24.18,1.27,0.1088408644400786
879,38,23,5,2,2,2,3,4.227158610000001,1.4,21.22,1.35,0.0620292423571112
880,38,23,7,2,2,2,3,2.6154053100000003,1.78,27.34,1.57,0.0615703908682116
881,38,23,9,2,2,2,4,1.00365201,4.3,31.22,1.62,0.1309378806333739
882,38,23,11,2,2,2,4,1.00365201,2.77,24.18,1.27,0.1088408644400786
883,39,24,11,2,17,19,3,1.17,1.17,19.44,0.14,0.0597548518896833
884,39,24,16,2,17,19,4,1.44,1.44,13.25,0.1,0.1078651685393258
885,39,24,20,2,17,19,4,2.16,2.16,9.4,0.08,0.2278481012658227
886,39,24,23,2,17,19,5,3.47,3.47,5.1,0.08,0.66988416988417
887,39,24,11,2,4,19,3,0.6177,1.17,19.44,0.14,0.0597548518896833
888,39,24,16,2,4,19,4,0.4724,1.44,13.25,0.1,0.1078651685393258
889,39,24,20,2,4,19,4,0.353,2.16,9.4,0.08,0.2278481012658227
890,39,24,23,2,4,19,5,0.2725,3.47,5.1,0.08,0.66988416988417
891,39,24,11,2,7,19,3,19.44,1.17,19.44,0.14,0.0597548518896833
892,39,24,16,2,7,19,4,13.25,1.44,13.25,0.1,0.1078651685393258
893,39,24,20,2,7,19,4,9.4,2.16,9.4,0.08,0.2278481012658227
894,39,24,23,2,7,19,5,5.1,3.47,5.1,0.08,0.66988416988417
895,39,24,11,2,15,19,3,0.14,1.17,19.44,0.14,0.0597548518896833
896,39,24,16,2,15,19,4,0.1,1.44,13.25,0.1,0.1078651685393258
897,39,24,20,2,15,19,4,0.08,2.16,9.4,0.08,0.2278481012658227
898,39,24,23,2,15,19,5,0.08,3.47,5.1,0.08,0.66988416988417
899,39,24,11,2,8,19,3,0.38,1.17,19.44,0.14,0.0597548518896833
900,39,24,16,2,8,19,4,0.38,1.44,13.25,0.1,0.1078651685393258
901,39,24,20,2,8,19,4,0.36,2.16,9.4,0.08,0.2278481012658227
902,39,24,23,2,8,19,5,0.35,3.47,5.1,0.08,0.66988416988417
903,39,24,11,2,6,19,3,1.24,1.17,19.44,0.14,0.0597548518896833
904,39,24,16,2,6,19,4,1.01,1.44,13.25,0.1,0.1078651685393258
905,39,24,20,2,6,19,4,0.82,2.16,9.4,0.08,0.2278481012658227
906,39,24,23,2,6,19,5,0.69,3.47,5.1,0.08,0.66988416988417
907,39,24,9,2,1,19,1,88.898,0.0,0.0,0.0,0.0
908,39,24,10,2,1,19,1,72.309,0.0,0.0,0.0,0.0
909,39,24,11,2,1,19,3,54.87,1.17,19.44,0.14,0.0597548518896833
910,39,24,12,2,1,19,1,51.042,0.0,0.0,0.0,0.0
911,39,24,13,2,1,19,1,34.028,0.0,0.0,0.0,0.0
912,39,24,14,2,1,19,1,24.245,0.0,0.0,0.0,0.0
913,39,24,17,2,1,19,1,22.118,0.0,0.0,0.0,0.0
914,39,24,23,2,1,19,5,18.715,3.47,5.1,0.08,0.66988416988417
915,40,1,14,2,17,24,3,0.26,0.26,2.88,0.1,0.087248322147651
916,40,1,20,2,17,24,3,0.33,0.33,4.1,0.09,0.0787589498806682
917,40,1,23,2,17,24,3,0.73,0.73,8.12,0.46,0.085081585081585
918,40,1,24,2,17,24,4,0.39,0.39,2.21,0.28,0.1566265060240964
919,40,1,14,2,4,24,3,0.0538,0.26,2.88,0.1,0.087248322147651
920,40,1,20,2,4,24,3,0.1714,0.33,4.1,0.09,0.0787589498806682
921,40,1,23,2,4,24,3,0.0975,0.73,8.12,0.46,0.085081585081585
922,40,1,24,2,4,24,4,0.0639,0.39,2.21,0.28,0.1566265060240964
923,40,1,14,2,7,24,3,2.88,0.26,2.88,0.1,0.087248322147651
924,40,1,20,2,7,24,3,4.1,0.33,4.1,0.09,0.0787589498806682
925,40,1,23,2,7,24,3,8.12,0.73,8.12,0.46,0.085081585081585
926,40,1,24,2,7,24,4,2.21,0.39,2.21,0.28,0.1566265060240964
927,40,1,14,2,15,24,3,0.1,0.26,2.88,0.1,0.087248322147651
928,40,1,20,2,15,24,3,0.09,0.33,4.1,0.09,0.0787589498806682
929,40,1,23,2,15,24,3,0.46,0.73,8.12,0.46,0.085081585081585
930,40,1,24,2,15,24,4,0.28,0.39,2.21,0.28,0.1566265060240964
931,40,1,14,2,8,24,3,0.11,0.26,2.88,0.1,0.087248322147651
932,40,1,20,2,8,24,3,0.14,0.33,4.1,0.09,0.0787589498806682
933,40,1,23,2,8,24,3,0.28,0.73,8.12,0.46,0.085081585081585
934,40,1,24,2,8,24,4,0.22,0.39,2.21,0.28,0.1566265060240964
935,40,1,14,2,6,24,3,0.18,0.26,2.88,0.1,0.087248322147651
936,40,1,20,2,6,24,3,0.25,0.33,4.1,0.09,0.0787589498806682
937,40,1,23,2,6,24,3,0.56,0.73,8.12,0.46,0.085081585081585
938,40,1,24,2,6,24,4,0.35,0.39,2.21,0.28,0.1566265060240964
939,41,25,14,2,17,19,2,0.71,0.71,25.06,0.61,0.0276587456174522
940,41,25,23,2,17,19,3,0.37,0.37,4.39,0.07,0.0829596412556053
941,41,25,25,2,17,19,4,0.21,0.21,0.78,0.02,0.2624999999999999
942,41,25,14,2,4,19,2,0.1176,0.71,25.06,0.61,0.0276587456174522
943,41,25,23,2,4,19,3,0.0941,0.37,4.39,0.07,0.0829596412556053
944,41,25,25,2,4,19,4,0.0235,0.21,0.78,0.02,0.2624999999999999
945,41,25,14,2,7,19,2,25.06,0.71,25.06,0.61,0.0276587456174522
946,41,25,23,2,7,19,3,4.39,0.37,4.39,0.07,0.0829596412556053
947,41,25,25,2,7,19,4,0.78,0.21,0.78,0.02,0.2624999999999999
948,41,25,14,2,15,19,2,0.61,0.71,25.06,0.61,0.0276587456174522
949,41,25,23,2,15,19,3,0.07,0.37,4.39,0.07,0.0829596412556053
950,41,25,25,2,15,19,4,0.02,0.21,0.78,0.02,0.2624999999999999
951,41,25,14,2,8,19,2,0.82,0.71,25.06,0.61,0.0276587456174522
952,41,25,23,2,8,19,3,0.38,0.37,4.39,0.07,0.0829596412556053
953,41,25,25,2,8,19,4,0.17,0.21,0.78,0.02,0.2624999999999999
954,41,25,14,2,6,19,2,2.28,0.71,25.06,0.61,0.0276587456174522
955,41,25,23,2,6,19,3,1.41,0.37,4.39,0.07,0.0829596412556053
956,41,25,25,2,6,19,4,0.47,0.21,0.78,0.02,0.2624999999999999
957,42,26,7,2,17,23,2,0.2106216,0.2106216,14.746377442500002,0.4999819825,0.0138145503545348
958,42,26,11,2,17,23,2,0.8369928,0.8369928,26.062698411,1.0760584274999998,0.0308412358377673
959,42,26,14,2,17,23,2,1.1127522,1.1127522,36.217836342,1.29006787,0.0296671387905484
960,42,26,20,2,17,23,2,0.7779008999999999,0.7779008999999999,20.15118225,0.9764565125,0.0368191120997731
961,42,26,7,2,4,23,2,0.131645875,0.2106216,14.746377442500002,0.4999819825,0.0138145503545348
962,42,26,11,2,4,23,2,0.273934325,0.8369928,26.062698411,1.0760584274999998,0.0308412358377673
963,42,26,14,2,4,23,2,0.325850575,1.1127522,36.217836342,1.29006787,0.0296671387905484
964,42,26,20,2,4,23,2,0.1989443,0.7779008999999999,20.15118225,0.9764565125,0.0368191120997731
965,42,26,7,2,7,23,2,14.746377442500002,0.2106216,14.746377442500002,0.4999819825,0.0138145503545348
966,42,26,11,2,7,23,2,26.062698411,0.8369928,26.062698411,1.0760584274999998,0.0308412358377673
967,42,26,14,2,7,23,2,36.217836342,1.1127522,36.217836342,1.29006787,0.0296671387905484
968,42,26,20,2,7,23,2,20.15118225,0.7779008999999999,20.15118225,0.9764565125,0.0368191120997731
969,42,26,7,2,15,23,2,0.4999819825,0.2106216,14.746377442500002,0.4999819825,0.0138145503545348
970,42,26,11,2,15,23,2,1.0760584274999998,0.8369928,26.062698411,1.0760584274999998,0.0308412358377673
971,42,26,14,2,15,23,2,1.29006787,1.1127522,36.217836342,1.29006787,0.0296671387905484
972,42,26,20,2,15,23,2,0.9764565125,0.7779008999999999,20.15118225,0.9764565125,0.0368191120997731
973,42,26,7,2,8,23,2,0.2595784005,0.2106216,14.746377442500002,0.4999819825,0.0138145503545348
974,42,26,11,2,8,23,2,0.73963016,0.8369928,26.062698411,1.0760584274999998,0.0308412358377673
975,42,26,14,2,8,23,2,0.565575238,1.1127522,36.217836342,1.29006787,0.0296671387905484
976,42,26,20,2,8,23,2,0.4111738505,0.7779008999999999,20.15118225,0.9764565125,0.0368191120997731
977,42,26,7,2,6,23,2,1.512207879,0.2106216,14.746377442500002,0.4999819825,0.0138145503545348
978,42,26,11,2,6,23,2,2.4113182605,0.8369928,26.062698411,1.0760584274999998,0.0308412358377673
979,42,26,14,2,6,23,2,4.9802031085,1.1127522,36.217836342,1.29006787,0.0296671387905484
980,42,26,20,2,6,23,2,2.8351817955,0.7779008999999999,20.15118225,0.9764565125,0.0368191120997731
981,42,26,7,2,9,23,2,1.5454310399999998,0.2106216,14.746377442500002,0.4999819825,0.0138145503545348
982,42,26,11,2,9,23,2,6.1232352,0.8369928,26.062698411,1.0760584274999998,0.0308412358377673
983,42,26,14,2,9,23,2,5.089562879999999,1.1127522,36.217836342,1.29006787,0.0296671387905484
984,42,26,20,2,9,23,2,2.1360671999999994,0.7779008999999999,20.15118225,0.9764565125,0.0368191120997731
985,42,26,7,2,13,23,2,1.682329179,0.2106216,14.746377442500002,0.4999819825,0.0138145503545348
986,42,26,11,2,13,23,2,2.190897771,0.8369928,26.062698411,1.0760584274999998,0.0308412358377673
987,42,26,14,2,13,23,2,2.381610993,1.1127522,36.217836342,1.29006787,0.0296671387905484
988,42,26,20,2,13,23,2,0.9195101775,0.7779008999999999,20.15118225,0.9764565125,0.0368191120997731
989,42,26,7,2,2,23,2,1.8760594885,0.2106216,14.746377442500002,0.4999819825,0.0138145503545348
990,42,26,11,2,2,23,2,0.431835288,0.8369928,26.062698411,1.0760584274999998,0.0308412358377673
991,42,26,14,2,2,23,2,0.5968750275,1.1127522,36.217836342,1.29006787,0.0296671387905484
992,43,27,9,2,15,16,1,0.453970588239,0.0680851063829783,27.83661971830982,0.453970588239,0.0024066343489205
993,43,27,14,2,15,16,1,0.500294117673,0.1063829787234041,46.76552112676053,0.500294117673,0.0022507382592101
994,43,27,23,2,15,16,2,0.87088235283,1.034042553191487,57.90016901408445,0.87088235283,0.0175944198570796
995,43,27,9,2,8,16,1,1.140088235294117,0.0680851063829783,27.83661971830982,0.453970588239,0.0024066343489205
996,43,27,14,2,8,16,1,0.5410588235294105,0.1063829787234041,46.76552112676053,0.500294117673,0.0022507382592101
997,43,27,23,2,8,16,2,0.0193235294117643,1.034042553191487,57.90016901408445,0.87088235283,0.0175944198570796
998,43,27,9,2,17,16,1,0.0680851063829783,0.0680851063829783,27.83661971830982,0.453970588239,0.0024066343489205
999,43,27,14,2,17,16,1,0.1063829787234041,0.1063829787234041,46.76552112676053,0.500294117673,0.0022507382592101
1000,43,27,23,2,17,16,2,1.034042553191487,1.034042553191487,57.90016901408445,0.87088235283,0.0175944198570796
1001,43,27,9,2,7,16,1,27.83661971830982,0.0680851063829783,27.83661971830982,0.453970588239,0.0024066343489205
